News Title,News Content,Label
New Covid-19 Strain UK : Atiku ní kí ìjọba dì ìrìnnà ọkọ̀ òfurufú láàrin ilẹ̀ Gẹ̀ẹ́sì sí Nàìjíríà kú nítorí Covid-19 - BBC News Yorùbá,Ikilọ ree lati ẹnu Igbakeji aarẹ Naijiria tẹlẹ ri Atiku Abubakar lori ọna ati dena itankalẹ arun Covid-19 lẹẹkeeji ni Naijiria.,Yoruba
New Covid-19 Strain UK : Atiku ní kí ìjọba dì ìrìnnà ọkọ̀ òfurufú láàrin ilẹ̀ Gẹ̀ẹ́sì sí Nàìjíríà kú nítorí Covid-19 - BBC News Yorùbá,Atiku to tun dije dupo aarẹ ninu idibo ọdun 2019 sọ pe aitete gbe igbesẹ ijọba nigba ti ajakalẹ akọkọ waye lo jẹ ki ọrọ di bo ti ṣe ri loni.,Yoruba
New Covid-19 Strain UK : Atiku ní kí ìjọba dì ìrìnnà ọkọ̀ òfurufú láàrin ilẹ̀ Gẹ̀ẹ́sì sí Nàìjíríà kú nítorí Covid-19 - BBC News Yorùbá,Loju opo rẹ ni Twitter lo kọ ọrọ yi si pẹlu bi ọwọja itankalẹ arun Covid-19 ṣe n peleke si ni Naijiria.,Yoruba
New Covid-19 Strain UK : Atiku ní kí ìjọba dì ìrìnnà ọkọ̀ òfurufú láàrin ilẹ̀ Gẹ̀ẹ́sì sí Nàìjíríà kú nítorí Covid-19 - BBC News Yorùbá,Atiku mu akawe bi awọn orileede miran nilẹ Yuroopu ti ṣe ti n ti bode wọn pẹlu ilẹ Gẹẹsi lọna ati kọdi itankalẹ ẹda Covid-19 kan to n ja rainrain ni ibẹ.,Yoruba
New Covid-19 Strain UK : Atiku ní kí ìjọba dì ìrìnnà ọkọ̀ òfurufú láàrin ilẹ̀ Gẹ̀ẹ́sì sí Nàìjíríà kú nítorí Covid-19 - BBC News Yorùbá,"Ninu awọn orileede taa n sọ yi ni Italy, Belgium ati Netherlands wa.",Yoruba
New Covid-19 Strain UK : Atiku ní kí ìjọba dì ìrìnnà ọkọ̀ òfurufú láàrin ilẹ̀ Gẹ̀ẹ́sì sí Nàìjíríà kú nítorí Covid-19 - BBC News Yorùbá,O ni awọn orileede ti wọn ko jafara ti n gbe igbesẹ to yẹ nitori naa ki Naijiria di lilọ bibọ ọkọ ofurufu lati ilẹ Gẹẹsi si Naijiria ku.,Yoruba
New Covid-19 Strain UK : Atiku ní kí ìjọba dì ìrìnnà ọkọ̀ òfurufú láàrin ilẹ̀ Gẹ̀ẹ́sì sí Nàìjíríà kú nítorí Covid-19 - BBC News Yorùbá,Atiku pari ọrọ rẹ pe eto ilera Naijiria ko munadoko debi ti yoo le tọju awọn to ba lugbadi arun naa.,Yoruba
New Covid-19 Strain UK : Atiku ní kí ìjọba dì ìrìnnà ọkọ̀ òfurufú láàrin ilẹ̀ Gẹ̀ẹ́sì sí Nàìjíríà kú nítorí Covid-19 - BBC News Yorùbá,"Igbọran gẹgẹ bi o ti ṣe wi, san ju ẹbọ ruru lọ.",Yoruba
New Covid-19 Strain UK : Atiku ní kí ìjọba dì ìrìnnà ọkọ̀ òfurufú láàrin ilẹ̀ Gẹ̀ẹ́sì sí Nàìjíríà kú nítorí Covid-19 - BBC News Yorùbá,"Iroyin to n tẹ wa lọwọ ni pe adari ile igbim aṣofin ipinlẹ Niger, Abdullahi Bawa ati akọwe ile, Abdullahi Kagara ti ni esi ayẹwo to sọ pe wọn lugbadi arun Covid-19.",Yoruba
New Covid-19 Strain UK : Atiku ní kí ìjọba dì ìrìnnà ọkọ̀ òfurufú láàrin ilẹ̀ Gẹ̀ẹ́sì sí Nàìjíríà kú nítorí Covid-19 - BBC News Yorùbá,Lati igba naa ni ati adari ati akọwe rẹ ti wa ni iyasọtọ.,Yoruba
New Covid-19 Strain UK : Atiku ní kí ìjọba dì ìrìnnà ọkọ̀ òfurufú láàrin ilẹ̀ Gẹ̀ẹ́sì sí Nàìjíríà kú nítorí Covid-19 - BBC News Yorùbá,"Kọmisọna eto iroyin nipinlẹ naa, Muhammed Idris lo fidi ọrọ yii mulẹ fawọn oniroyin lọjọ Aiku.",Yoruba
New Covid-19 Strain UK : Atiku ní kí ìjọba dì ìrìnnà ọkọ̀ òfurufú láàrin ilẹ̀ Gẹ̀ẹ́sì sí Nàìjíríà kú nítorí Covid-19 - BBC News Yorùbá,Eyi ti mu ki gbogbo awọn ọmọ ile atawọn oṣiṣẹ lọ ṣe ayẹwo Covid-19.,Yoruba
New Covid-19 Strain UK : Atiku ní kí ìjọba dì ìrìnnà ọkọ̀ òfurufú láàrin ilẹ̀ Gẹ̀ẹ́sì sí Nàìjíríà kú nítorí Covid-19 - BBC News Yorùbá,"Ninu oṣu kọkanla ni gomina ipinlẹ naa, Abubakar Bello naa gba esi to fihan pe o lugbadi arun naa ṣugbọn ti ara rẹ ya lẹyin ọsẹ kan.",Yoruba
New Covid-19 Strain UK : Atiku ní kí ìjọba dì ìrìnnà ọkọ̀ òfurufú láàrin ilẹ̀ Gẹ̀ẹ́sì sí Nàìjíríà kú nítorí Covid-19 - BBC News Yorùbá,"Ibeere ti ọpọ n beere ni pe ṣe lootọ ni Adajọ Agba Naijiria, Tanko Muhammad ti ni aarun Covid-19?",Yoruba
New Covid-19 Strain UK : Atiku ní kí ìjọba dì ìrìnnà ọkọ̀ òfurufú láàrin ilẹ̀ Gẹ̀ẹ́sì sí Nàìjíríà kú nítorí Covid-19 - BBC News Yorùbá,"Ọpọ ileeṣẹ iroyin n kede pe ọkan lara awọn adajọ ile ẹjọ to ga julọ ni Naijiria, Onidajọ Ibrahim Saulawa lo fi ikede naa sita, nibi ayẹyẹ ikojade olu ile ẹgbẹ awọn agbẹjọro to jẹ Musulumi, to waye nilu Abuja lọjọ Iṣẹgun.",Yoruba
New Covid-19 Strain UK : Atiku ní kí ìjọba dì ìrìnnà ọkọ̀ òfurufú láàrin ilẹ̀ Gẹ̀ẹ́sì sí Nàìjíríà kú nítorí Covid-19 - BBC News Yorùbá,"Onidajọ Saulawa sọ pe ilu Dubai, ni orilẹ-ede United Arab Emirate, ni Tanko Muhammad wa, to ti n gba itọju.",Yoruba
New Covid-19 Strain UK : Atiku ní kí ìjọba dì ìrìnnà ọkọ̀ òfurufú láàrin ilẹ̀ Gẹ̀ẹ́sì sí Nàìjíríà kú nítorí Covid-19 - BBC News Yorùbá,Sugbọn gbogbo igbiyanju BBC lati fidi ọrọ yii mulẹ ni ko yọri nitori ọpọ awọn to le sọrọ nipa rẹ nitootọ ni awọn ko fẹ sọrọ lasiko yii.,Yoruba
Yollywood: Kí ló mú òṣèré tíátà Yorùbá yìí la orí mọ́lẹ̀ nígbà tó ń ṣe sinimá lọ́wọ́? - BBC News Yorùbá,Ikede yi to fi soju opo rẹ ni Instagram lo sọ pe ara oun ko ti ya daada nitori bi oun ti ṣe fori gbalẹ.,Yoruba
Yollywood: Kí ló mú òṣèré tíátà Yorùbá yìí la orí mọ́lẹ̀ nígbà tó ń ṣe sinimá lọ́wọ́? - BBC News Yorùbá,"Ninu ọrọ to fi tẹle fnran fidio ati aworan boti ṣe farapa yi han, Mide sọ pe ''Igbesi aye awa oṣere tiata ko dẹrun!''",Yoruba
Yollywood: Kí ló mú òṣèré tíátà Yorùbá yìí la orí mọ́lẹ̀ nígbà tó ń ṣe sinimá lọ́wọ́? - BBC News Yorùbá,O ni ''Ara mi ko ti bọ sipo latari bi mo ṣe forigbalẹ. Ki eledua fi oore si igbiyanju  gbogbo ni to n wa atijẹ ati mu '',Yoruba
Yollywood: Kí ló mú òṣèré tíátà Yorùbá yìí la orí mọ́lẹ̀ nígbà tó ń ṣe sinimá lọ́wọ́? - BBC News Yorùbá,Lara awọn aworan to fi safihan ipalara yi lo wa ni isalẹ yi:,Yoruba
Yollywood: Kí ló mú òṣèré tíátà Yorùbá yìí la orí mọ́lẹ̀ nígbà tó ń ṣe sinimá lọ́wọ́? - BBC News Yorùbá,Okiki Bakare@kikibakare ti wọn jijọ n ṣe ere naa ti ko ti jade kan sara si Mide Martins bi o ti ṣe fi inira ori to la mọlẹ mọra .,Yoruba
Yollywood: Kí ló mú òṣèré tíátà Yorùbá yìí la orí mọ́lẹ̀ nígbà tó ń ṣe sinimá lọ́wọ́? - BBC News Yorùbá,O ni eyi ṣafihan pe ojulowo osere tiata ni Mide n ṣe ti o si ni ki eledua tete mu lara da.,Yoruba
Commonwealth scholarship 2020/2021: Wo ìlànà ìforúkọsílẹ̀ fún ẹ̀kọ́ ọ̀fẹ́ Ph.D àti Fellowship - BBC News Yorùbá,"Ninu atẹjade kan to fi sita, ileeṣẹ eto ẹkọ ni awọn to fẹ kẹkọọ fun oye imọ ijinlẹ Ph.D nikan ni eto naa wa fun.",Yoruba
Commonwealth scholarship 2020/2021: Wo ìlànà ìforúkọsílẹ̀ fún ẹ̀kọ́ ọ̀fẹ́ Ph.D àti Fellowship - BBC News Yorùbá,"Eto ẹkọ ọfẹ yii jẹ ọkan lara ẹjẹ ti orilẹ-ede UK jẹ fun ajọ Commonwealth. Akẹkọọ to to ẹgbẹrin si lo ma n ni anfaani lati kawe fun imọ ijinlẹ keji soke, ni awọn fasiti to wa ni UK.",Yoruba
Commonwealth scholarship 2020/2021: Wo ìlànà ìforúkọsílẹ̀ fún ẹ̀kọ́ ọ̀fẹ́ Ph.D àti Fellowship - BBC News Yorùbá,"Lati fi orukọ silẹ fun ẹkọ ọfẹ ajọ Commonwealth, o gbọdọ jẹ ọmọ orilẹ-ede, tabi maa gbe ni orilẹ-ede to wa ninu ajọ yii.",Yoruba
Commonwealth scholarship 2020/2021: Wo ìlànà ìforúkọsílẹ̀ fún ẹ̀kọ́ ọ̀fẹ́ Ph.D àti Fellowship - BBC News Yorùbá,"Bakan naa lo le kopa, ti o ba jẹ atipo tabi ọmọ orilẹ-ede Britain.",Yoruba
Commonwealth scholarship 2020/2021: Wo ìlànà ìforúkọsílẹ̀ fún ẹ̀kọ́ ọ̀fẹ́ Ph.D àti Fellowship - BBC News Yorùbá,"Ki o to bẹrẹ iforukọsilẹ, ṣe ẹda iwe irinna pasipọọti rẹ, akọsilẹ esi idanwo rẹ ni fasiti 'transcript', iwe ẹri to gba ni fasiti, oniduro meji, ati iwe igbaniwọle si fasiti.",Yoruba
Commonwealth scholarship 2020/2021: Wo ìlànà ìforúkọsílẹ̀ fún ẹ̀kọ́ ọ̀fẹ́ Ph.D àti Fellowship - BBC News Yorùbá,"Ọpọlọpọ ipele ninu eto ẹkọ ọfẹ yii lo wa pẹlu gbigbọ gbogbo bukata rẹ; owo ileewe, owo baalu lati jade ati pada si UK, ati owo diẹ fun bukata rẹ lasiko ti o ba fi wa nibẹ.",Yoruba
Commonwealth scholarship 2020/2021: Wo ìlànà ìforúkọsílẹ̀ fún ẹ̀kọ́ ọ̀fẹ́ Ph.D àti Fellowship - BBC News Yorùbá,"Ọjọ kejidinlogun, oṣu Kinni, ọdun 2021 ni iforukọsilẹ yoo pari, ọfẹ si ni patapata.",Yoruba
Katsina: Àkàrà tú sépo fún àwọn agbébọn tó jí akẹ́kọ̀ọ́ ilé Keu 80 ní Katsina - BBC News Yorùbá,"Iroyin sọ pe lasiko ti awọn ọmọ ile Keu naa n pada si abule Mahuta, lẹyin ti wọn kopa nibi ayẹyẹ Maulud kan ni abule Unguwan Alkasim, ni wọn ji wọn gbe ni ọjọ Satide.",Yoruba
Katsina: Àkàrà tú sépo fún àwọn agbébọn tó jí akẹ́kọ̀ọ́ ilé Keu 80 ní Katsina - BBC News Yorùbá,"Awọn agbebọn naa ti kọkọ gbe obinrin mẹrin ni abule Dan Baure, ki wọn to gbe awọn akẹkọọ naa.",Yoruba
Katsina: Àkàrà tú sépo fún àwọn agbébọn tó jí akẹ́kọ̀ọ́ ilé Keu 80 ní Katsina - BBC News Yorùbá,Eyi to mu ki apapọ awọn ti wọn ji gbe jẹ mẹrinlelọgọrin.,Yoruba
Katsina: Àkàrà tú sépo fún àwọn agbébọn tó jí akẹ́kọ̀ọ́ ilé Keu 80 ní Katsina - BBC News Yorùbá,"Agbẹnusọ ileeṣẹ ọlọpaa ipinlẹ Katsina, ASP Gambo Isa sọ fun BBC pe ijọba ibilẹ Funtua ni iṣẹlẹ naa ti waye.",Yoruba
Katsina: Àkàrà tú sépo fún àwọn agbébọn tó jí akẹ́kọ̀ọ́ ilé Keu 80 ní Katsina - BBC News Yorùbá,"ASP Isa sọ pe ni kete ti awọn eeyan kan fi iṣẹlẹ naa to ileeṣẹ ọlọpaa leti, ni awọn bẹrẹ iṣẹ pẹlu ajọṣepọ awọn ọmọ ologun, ti wọn si bori awọn janduku ọhun.",Yoruba
Katsina: Àkàrà tú sépo fún àwọn agbébọn tó jí akẹ́kọ̀ọ́ ilé Keu 80 ní Katsina - BBC News Yorùbá,"O ni ""awọn kan farapa lara awọn agbebọn naa, ti awọn mii si ku, bo tilẹ jẹ pe ao ti i le sọ iye wọn bayii"".",Yoruba
Katsina: Àkàrà tú sépo fún àwọn agbébọn tó jí akẹ́kọ̀ọ́ ilé Keu 80 ní Katsina - BBC News Yorùbá,"""Ẹnikẹni ko kú ni ọdọ wa.""",Yoruba
Katsina: Àkàrà tú sépo fún àwọn agbébọn tó jí akẹ́kọ̀ọ́ ilé Keu 80 ní Katsina - BBC News Yorùbá,"""Ṣugbọn kọmisanna ọlọpaa ti ran awọn ọlọpaa lọ laarọ yii lati mọ iye wọn.""",Yoruba
Katsina: Àkàrà tú sépo fún àwọn agbébọn tó jí akẹ́kọ̀ọ́ ilé Keu 80 ní Katsina - BBC News Yorùbá,"Iṣẹlẹ yii waye lẹyin ọjọ meji ti awọn akẹkọ ọkunrin 344 nile ẹkọ bọdin ni Kankara, gba itusil ẹ lọwọ awọn to ji wọn gbe ni Katsina l'ọsẹ to kọja.",Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,"Ojo iranlọwọ to n rọ fun tọkọ taya Risikat ati Abdulwasiu Dada, ti iyawo rẹ jẹ oloju buluu ko tii dawọ duro.",Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,Idi ni pe oore ọtun miran tun sẹsẹ wọle tọ idile naa ati awọn ọmọ wọn wa ni.,Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,"Bẹẹ ba gbagbe, iroyin gbalẹ ni osu kẹjọ ọdun 2020 nipa arabinrin Risikat, ti ọkọ rẹ Abdulwasiu le jade pẹlu ọmọdebinrin meji nitori pe tiya tọmọ ni oju buluu.",Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,"Ni kete ti iroyin naa jade sita, ni ọgọọrọ ọmọ Naijiria dide tako igbesẹ naa, ti aya gomina Kwara naa si da sọrọ wọn.",Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,"Lẹyin osu diẹ ti ọrọ naa ja rain-rain wọn pada so yigi fun tọkọ taya naa, ti aya gomina si gba ile fun wọn pẹlu silu Ilorin lati maa gbe.",Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,Bakan naa ni aya gomina Kwara fi awọn ọmọdebinrin mejeeji naa sile iwe to jẹ ọkan lara awọn ile ẹkọ to dara julẹ ni ipinlẹ Kwara.,Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,Orukọ awọn ọmọdebinrin oloju buluu  naa ni Kaosara ati Hassanat Abdulwasiu.,Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,Amọ akọtun oore to tun wọle tọ idile naa bayii ni ti ẹbun ẹkọ ọfẹ ti oludasilẹ ile iwe wọn fun awọn ọmọbinrin meji ti tọkọtaya Dada bi.,Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,"Nigba to n fidi iroyin ayọ naa mulẹ fun BBC Yoruba, ọkọ iya Kaosara oloju buluu, Abdulwasiu ni lootọ ni oriire naa wọle ti idile oun.",Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,"O ni iyawo gomina Kwara lo mu awọn ọmọdebinrin naa lọ sile ẹkọ aladani Roemichs International School nilu Ilorin to jẹ olowo nla, eyi ti arabinrin Jumoke Harb da silẹ.",Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,"Gẹgẹ bi iroyin naa ti wi, Kaosara ati aburo rẹ wa lara awọn akẹkọọ mẹfa ti oludasilẹ ile ẹkọ naa, Harb fun ni ẹbun ẹkọ ọfẹ lọjọbọ lasiko ayẹyẹ opin ọdun.",Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,"Awọn akẹkọọ ile ẹkọ Roemichs yii ni wọn se idanwo fun lati figa gbaga, ki wọn le mọ akẹkọọ to pegede fun ẹbun ẹkọ ọfẹ naa, ti o to miliọnu kan abọ naira niye fun akẹkọọ kọọkan.",Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,"Lẹyin idanwo naa, akẹkọọ mẹrin lo yege lati janfaani eto ẹkọ ọfẹ naa nile ẹkọ girama ati ti alakọbẹrẹ to wa ninu ọgba ile ẹkọ naa",Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,"Owo yii si ni yoo gbọ bukata owo ileewe akẹkọọ naa, owo ilegbe, asọ ileewe ati awọn iwe ti wọn yoo lo fun ọdun kan.",Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,"Nibi ayẹyẹ fifunni lẹbun ẹkọ ọfẹ naa si ni Kọmisana feto ẹkọ nipinlẹ Kwara, Hajia Fatimah Ahmed bawọn peju si.",Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,"Ninu ọrọ rẹ, Ahmed wa sapejuwe ileẹkọ Roemichs gẹgẹ bii ile ẹkọ to wa lara awọn ibudo ikẹkọọ to ni akọsilẹ eto ẹkọ to pegedejulọ.",Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,"Baba Kaosara, ninu ifọrọwerọ rẹ pẹlu BBC Yoruba lori isẹlẹ yii fi ẹmi imoore rẹ han pupọ fun awọn eeyan to se idile naa laanu.",Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,"Abdulwasiu Dada wa se adura fun alaanu wọn, to fun awọn ọmọ rẹ mejeeji ni ẹbun ẹkọ ọfẹ naa pe Ọlọrun yoo tubọ maa mu ọwọ rẹ lọ siwaju.",Yoruba
Risikat Azeez: Kaosarat àti Hassanat gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ ₦1.5m ẹnì kọ̀ọ̀kan lọ́dún - BBC News Yorùbá,"Bakan naa lo gbadura fun aya gomina ipinlẹ Kwara to se alatọna oore naa, pe Ọba Oke yoo fun ni ẹmi gigun ati alaafia, ti wsn yoo si se aseye ti alakan n sepo lori oye.",Yoruba
Akójọpọ̀ iroyin jákejádo agbáye laárin isẹ́ju kan - BBC News Yorùbá,Akójọpọ̀ iroyin jákejádo agbáye laárin isẹ́ju kan,Yoruba
Pakistan new rape law: Ìjọba yóò fààye gba fífi kẹ́míkà tẹ ọkùnrin lọ́dàá - BBC News Yorùbá,"Pẹlu iranlọwọ ofin tuntun yii, wọn yoo ṣe idasilẹ akọsilẹ orukọ awọn to ba fi ipa banilopọ; wọn ki yoo pa aṣiri mọ nipa ẹni ti wọn fi ipa balopọ.",Yoruba
Pakistan new rape law: Ìjọba yóò fààye gba fífi kẹ́míkà tẹ ọkùnrin lọ́dàá - BBC News Yorùbá,"Ko tan sibẹ o, ofin naa tun faaye gba pe ki wọn o fi kẹmika tẹ ẹni to ba fi ipa ba eeyan lopọ lọdaa.",Yoruba
Pakistan new rape law: Ìjọba yóò fààye gba fífi kẹ́míkà tẹ ọkùnrin lọ́dàá - BBC News Yorùbá,"Fun ile ẹjọ, ofin tuntun yii yoo mu ki ile ẹjọ tete ma a gbọ ẹsun ifipabanilopọ. Eyi tumọ si pe ile ẹjọ gbọdọ pari igbẹjọ laarin oṣu mẹrin.",Yoruba
Pakistan new rape law: Ìjọba yóò fààye gba fífi kẹ́míkà tẹ ọkùnrin lọ́dàá - BBC News Yorùbá,Ijọba buwọlu ofin tuntun yii lẹyin awuyewuye to waye lẹyin ti awọn ọkunrin kan fi ipa ba obinrin kan lopọ nita gbangba nilu Lahore.,Yoruba
Pakistan new rape law: Ìjọba yóò fààye gba fífi kẹ́míkà tẹ ọkùnrin lọ́dàá - BBC News Yorùbá,Oju ọna to wọ inu ilu naa ni awọn ọkunrin ọhun ti fi ipa ba obinrin naa lopọ niwaju awọn ọmọ rẹ mejeeji.,Yoruba
Pakistan new rape law: Ìjọba yóò fààye gba fífi kẹ́míkà tẹ ọkùnrin lọ́dàá - BBC News Yorùbá,Amọ Ọga agba ileeṣẹ ọlọpaa Lahore sọ ni ọjọ keji ti iṣẹlẹ naa waye obinrin naa ni ẹbi lori iṣẹlẹ naa.,Yoruba
Pakistan new rape law: Ìjọba yóò fààye gba fífi kẹ́míkà tẹ ọkùnrin lọ́dàá - BBC News Yorùbá,"Oṣu to kọja ni Olootu ijọba, Imran Khan ati awọn ọmọ igbimọ rẹ buwọlu aba ofin yii, ki Aarẹ Arif Alvi to sọ ọ di ofin lọjọ Iṣẹgun.",Yoruba
Pakistan new rape law: Ìjọba yóò fààye gba fífi kẹ́míkà tẹ ọkùnrin lọ́dàá - BBC News Yorùbá,Ọgọfa ọjọ si ni ijọba ni lati gbe igbesẹ ko ile aṣofin le buwọlu.,Yoruba
